219	1
39	2
1224	3
1023	4
6750	5
6811	6
3360	7
5696	8
7371	9
2922	10
7511	11
1020	12
6544	13
2055	14
3282	15
3914	16
2722	17
523	18
1064	19
3634	20
2866	21
6084	22
9251	23
9519	24
2990	25
4478	26
3200	27
1283	28
8573	29
3205	30
1978	31
1842	32
6280	33
2330	34
245	35
2087	36
555	37
6507	38
5869	39
2794	40
546	41
4706	42
6437	43
6057	44
6599	45
815	46
7450	47
8185	48
1501	49
4275	50
4384	51
4234	52
8132	53
5075	54
8741	55
4940	56
2975	57
4157	58
5939	59
4392	60
5851	61
5977	62
186	63
4479	64
4815	65
8915	66
9003	67
2856	68
2827	69
9277	70
6650	71
9508	72
8620	73
4291	74
1938	75
7419	76
4202	77
7662	78
582	79
6831	80
8416	81
2678	82
1522	83
6998	84
2974	85
2485	86
7413	87
8825	88
7177	89
6543	90
981	91
3298	92
3852	93
7569	94
9705	95
1219	96
5782	97
1836	98
7833	99
8348	100
4883	101
4261	102
4219	103
9223	104
1839	105
6971	106
1556	107
8253	108
7409	109
2656	110
7034	111
8162	112
7458	113
9032	114
1652	115
9376	116
4488	117
2817	118
94	119
6702	120
449	121
8787	122
1802	123
5037	124
8239	125
8139	126
6952	127
151	128
5336	129
7338	130
4415	131
1993	132
535	133
618	134
3229	135
8456	136
8219	137
3382	138
8690	139
841	140
484	141
3456	142
4633	143
4646	144
615	145
9873	146
4766	147
7283	148
6439	149
5579	150
4541	151
8782	152
7871	153
4568	154
6131	155
6247	156
4945	157
1252	158
2927	159
3602	160
3050	161
9396	162
809	163
5586	164
1783	165
6654	166
9520	167
9022	168
857	169
3163	170
7058	171
1045	172
3916	173
9237	174
4786	175
5506	176
9536	177
3826	178
5272	179
4850	180
3291	181
5111	182
1742	183
772	184
510	185
1931	186
4417	187
9189	188
561	189
9781	190
4050	191
5345	192
9568	193
5420	194
1195	195
2016	196
9797	197
718	198
3563	199
5996	200
7170	201
3558	202
6087	203
9366	204
9026	205
8510	206
6418	207
8543	208
8815	209
7303	210
3514	211
5292	212
7618	213
3774	214
3432	215
1708	216
1874	217
6091	218
9419	219
5656	220
7506	221
4403	222
3857	223
1597	224
5234	225
419	226
3075	227
5600	228
9694	229
6980	230
2648	231
2186	232
235	233
5737	234
3495	235
6289	236
7579	237
5751	238
893	239
1990	240
5988	241
77	242
3964	243
8885	244
2450	245
9221	246
8735	247
6066	248
4003	249
5006	250
6572	251
5669	252
6033	253
6434	254
9060	255
8841	256
2851	257
9021	258
7546	259
6839	260
3680	261
2878	262
6985	263
6854	264
2080	265
2879	266
1528	267
7583	268
5145	269
4591	270
1017	271
7656	272
1734	273
1297	274
9479	275
4734	276
4834	277
1643	278
6560	279
4013	280
448	281
71	282
2989	283
3575	284
1242	285
5236	286
