318	4694	21
110	580	7
6567	2742	2
103	5689	8
8477	6685	5
104	1830	39
101	2588	2
150	8071	9
109	5035	6
4079	39	3
117	8694	22
2239	4283	2
164	1850	1
12	9816	6
468	2237	10
101	7348	4
1779	8023	4
2330	9829	7
317	9562	0
11683	7792	26
124	391	16
14	1523	25
126	6336	13
8460	2617	16
986	619	19
119	6811	14
111	7756	30
119	7344	16
113	895	10
10821	5180	3
14	1623	19
827	8377	7
33066	902	4
1584	5796	25
8942	6149	21
105	8372	7
133	5931	1
1100	5247	5
103	4956	16
110	8324	14
965	3558	0
112	7023	0
175	8812	13
4544	4765	7
5496	5233	2
296	745	15
216	3935	7
10148	4997	0
185	4219	19
662	7179	5
138	4260	10
122	610	19
9541	7565	3
122	2214	10
1456	1729	12
10548	9041	24
174	5728	4
32186	6843	6
2067	901	12
14	5981	13
3569	3328	2
813	5971	21
147	2420	19
101	6589	6
8389	5931	21
105	2936	7
268	5369	13
37130	3000	15
111	9705	10
667	5075	24
101	7219	6
25579	645	6
702	6129	18
12505	6208	6
2178	8392	26
9977	5208	2
141	9015	14
14	8913	10
6058	3652	13
662	7178	17
267	4280	13
20783	3833	0
14	3820	37
164	7440	14
5338	185	11
1266	1943	17
103	9177	21
112	7905	0
6708	7548	16
1360	4346	6
1170	7241	5
103	7889	9
7	4669	33
141	1747	9
101	6233	14
4568	8507	31
1997	1917	10
101	5302	9
108	3627	13
27699	4507	8
946	9825	26
2909	350	13
102	3229	13
274	1889	8
35557	3604	31
11303	5777	8
152	4136	15
102	7412	25
209	3899	20
14	5410	34
316	7059	4
12	6836	18
155	8865	1
102	9019	5
113	7058	5
692	899	14
114	9407	9
103	373	6
103	5943	12
15540	4939	19
112	8395	0
729	7113	25
12615	4829	16
109	1961	14
240	2177	3
290	1848	7
109	3437	23
3125	4284	5
108	4651	8
12118	7429	4
28430	3183	19
14	3218	30
3091	9108	1
37339	4331	9
8776	6129	39
117	7831	14
14	7566	43
4569	7507	19
2	9410	0
7031	9767	4
430	637	16
120	2118	35
25732	6394	0
24639	9131	3
101	7992	28
7705	977	13
3899	164	3
5724	2945	1
22474	8679	23
101	9726	2
118	5750	7
503	598	13
14	6131	9
12047	9961	26
104	8477	15
903	1825	43
2	3529	0
934	5666	22
119	5075	15
3226	3181	19
2206	3951	27
102	6193	1
101	2004	7
101	26	5
110	9507	8
114	4060	25
137	3753	13
14	2257	16
103	5918	10
8025	6281	5
14	3133	14
131	7002	11
103	5106	20
4644	2318	12
101	4945	13
17861	1721	0
14	4283	29
264	4697	24
829	3647	2
2416	4334	15
159	7652	2
7867	6466	5
7	8103	7
12	7793	10
107	5472	6
2006	4020	4
1672	5122	9
106	1648	37
8	5948	9
19631	5267	7
12360	8886	16
2398	2101	17
10864	2001	4
294	7438	7
14	659	31
110	5543	25
4162	7548	7
2008	3750	14
129	5662	10
17701	5616	5
57	5224	25
106	3010	17
14	4447	21
276	9992	21
2397	304	16
106	3561	15
314	3181	0
978	6550	7
972	1822	25
664	3019	15
170	3590	0
157	5030	4
339	630	8
848	2803	19
1081	5374	29
101	157	7
257	2978	9
175	6502	9
6733	1139	25
101	1875	5
897	637	5
103	7030	15
118	7796	10
1	9925	6
30950	6911	8
57	3780	0
7837	2113	16
10425	7741	10
649	8772	10
11914	8911	14
2131	7041	27
4366	7908	36
1309	1527	1
109	1921	28
710	4579	12
154	773	15
19588	1265	11
1540	6353	7
5381	8887	23
285	1945	16
108	6343	3
216	350	6
1213	8636	30
246	7959	10
38019	2545	10
25141	9699	11
129	8980	27
108	9258	3
209	9603	33
309	8871	17
102	3991	3
12	468	17
3737	4074	4
25393	9672	2
955	2527	9
2234	2243	7
33767	6700	6
102	888	4
2	4430	7
57	2444	20
1305	1776	18
3632	504	18
33957	8467	6
16760	4009	3
14	8055	18
105	6655	21
162	1445	7
114	818	10
3511	2177	6
12	4439	9
1587	9890	11
1247	9700	5
911	7201	12
297	7105	18
25308	1961	1
5317	9198	17
117	1680	13
102	9209	27
3608	7339	23
160	2991	0
105	1142	22
16903	7405	17
105	9245	5
101	1754	3
3380	7751	20
624	4260	1
1071	5116	4
116	471	10
156	7339	15
20172	7074	17
596	249	8
12	6610	6
22578	132	7
12	8980	24
447	176	0
5535	2588	11
307	3543	23
101	6173	6
137	7076	21
9109	7565	18
16	5734	2
110	7789	4
9363	5442	9
280	5796	8
129	1692	6
316	378	1
154	7243	12
104	3572	21
122	5382	15
103	1214	26
148	2340	9
105	2654	17
101	6526	12
726	7547	5
101	979	1
14	476	13
184	2964	14
3985	6389	2
277	8039	2
171	1549	5
5372	9509	6
26380	9203	2
105	154	8
109	5729	14
111	2478	20
32437	9705	13
5504	9666	23
1909	9205	10
6042	9537	20
35036	7140	10
38203	2198	2
112	7558	0
14209	5571	9
122	7839	37
1019	9924	15
143	8699	8
102	8859	5
124	3477	36
27006	5337	14
12	8135	33
163	1791	19
1872	1533	5
104	2463	9
1971	4389	20
14	356	34
1063	8482	2
2313	4796	5
35394	5161	5
4143	8631	19
30337	969	15
104	2904	9
200	2852	9
382	5864	0
353	7990	36
196	1335	0
14	1133	32
211	2141	9
2161	8292	17
118	8005	35
5626	6174	0
1704	4120	9
104	412	16
497	3774	5
929	2248	0
913	2564	7
266	5398	3
266	4824	1
6358	5408	20
8225	2350	19
5790	4273	7
269	3067	26
16837	5233	6
127	9582	9
172	7107	20
190	5737	14
136	6083	3
1676	9423	13
119	3582	6
116	6246	34
12	6611	18
8920	1591	11
103	1015	26
101	4027	4
24171	7024	6
167	9905	15
3419	6909	23
7170	3157	13
112	8001	0
103	1500	4
1007	3021	10
5390	3639	11
4	8272	7
103	2096	18
6976	7302	16
101	5616	4
121	676	16
33761	1610	3
2587	8648	12
573	8440	7
166	1872	8
1880	9225	4
9599	2791	15
102	308	7
29577	6318	4
10650	4589	9
10979	5690	37
29815	748	3
101	7312	23
105	2459	20
12538	1823	28
121	229	6
250	3188	24
129	9878	26
6555	480	20
3044	2405	0
386	6173	4
102	5330	7
102	885	17
139	8715	4
886	9468	5
31744	8809	25
14	4110	39
11374	1441	35
104	7995	14
12	763	24
109	9860	16
4562	8942	29
1865	6102	8
12	798	4
237	6871	26
2951	1557	9
1699	1767	18
1611	7543	2
3144	8616	20
2296	3060	2
102	5961	32
119	8894	3
12	8401	29
1013	5270	5
123	1095	2
147	48	19
338	573	6
450	5773	4
1039	5546	7
691	3087	20
2579	894	10
106	9482	6
23837	5967	2
371	8913	9
12	5304	6
125	9957	22
1259	3845	28
111	4608	8
1587	4943	3
5896	3791	37
193	3434	12
851	2834	15
137	4352	23
452	7112	17
145	4118	9
8	5488	10
12	7640	21
12	7229	9
1882	6600	0
110	6469	11
897	9265	9
31829	4312	14
3034	3856	2
101	4671	18
3535	3626	9
2275	1769	19
189	4553	16
101	2423	3
123	2955	13
113	703	17
15811	708	0
2392	307	2
975	4789	17
57	224	6
1137	1648	3
21589	9165	34
153	3687	19
33170	153	7
18732	8944	11
14089	5932	14
10838	9167	0
8722	2459	1
12	61	12
330	2731	20
105	2416	12
14	8081	31
105	1439	11
2244	1200	10
103	8656	10
155	3819	10
14	9157	36
12	3128	7
7033	7240	25
2049	5081	5
5427	5506	21
101	6161	7
5544	5289	28
29423	9820	19
103	2366	22
944	4447	2
1051	5086	13
30942	9257	16
143	2462	23
811	5558	29
493	4801	13
3060	5280	21
1	1167	24
1373	1094	5
400	364	11
10182	2064	39
122	6855	21
149	8484	4
6445	9233	32
390	638	30
4	2259	21
105	8892	12
105	3640	24
35662	4431	19
483	4784	13
5883	8992	16
110	770	10
333	7449	4
111	1192	14
1356	1287	37
109	7500	10
104	8144	22
107	5218	3
58	9625	10
13533	1812	3
103	3702	2
137	2722	10
890	7009	13
101	5533	10
469	7088	12
8232	6744	7
267	4215	6
284	3416	0
104	8573	20
142	8759	5
125	6471	4
707	5181	41
5691	8401	31
12	5650	8
113	4383	1
756	2038	13
232	7377	23
105	3641	12
245	4033	3
581	6853	7
110	5284	8
5817	1769	18
22941	2127	1
12	1012	8
102	4308	21
613	8933	33
1727	8651	5
161	907	16
12	2352	17
5220	7679	10
429	6805	22
11989	2598	2
108	9093	14
746	9047	32
101	1040	22
347	651	4
102	8303	41
101	1842	10
10107	8710	9
203	5729	27
34625	3998	15
338	593	28
121	9807	7
970	5821	4
581	2602	5
12	1789	10
1704	4116	8
580	6959	8
2596	8061	20
25633	4704	3
57	9711	25
102	2395	4
12	214	20
8	1169	12
172	2050	11
103	542	7
103	5212	13
106	359	7
123	7367	3
106	2630	2
110	8623	13
7	8911	0
778	4687	5
2851	9971	22
12	3997	25
3818	4411	3
107	9474	26
1679	3616	15
138	5475	23
3778	5993	10
8017	3778	16
355	9674	0
3696	4280	2
104	7112	27
3118	2275	23
5360	5495	13
110	880	15
1271	1453	2
5466	2693	0
101	3302	8
106	1528	8
14	6315	14
12026	236	1
105	3658	29
101	6820	2
211	9047	34
639	5626	3
1040	9086	5
19722	5764	12
1270	5536	16
2951	2950	15
395	6553	0
172	5680	9
142	8197	2
20568	486	1
8908	9756	18
28890	4674	7
171	6143	9
217	8022	32
620	8116	7
30028	6086	14
116	8928	1
165	1167	15
177	785	22
6510	3499	7
8769	2346	12
153	8051	18
497	1029	12
126	8115	1
446	1166	16
122	601	11
29775	8993	23
14264	6051	12
2888	1811	17
1299	5721	1
14	8527	12
101	7752	28
429	7598	19
12938	9178	1
