5040	102	5	8.73
2561	12	10	11.26
2489	144	3	6.91
926	8	7	13.72
6146	57	3	8.12
463	12	52	40.48
114	1525	8	14.85
3644	138	3	9.55
4625	104	5	9.9
106	752	28	33.42
666	57	14	12.96
3859	128	3	8.88
1383	21	14	80.42
101	3359	8	8.05
503	208	4	6.75
846	102	26	26.21
774	119	17	40.03
1886	162	3	8.99
539	231	4	8.49
2	1235	5	7.43
101	3155	8	8.05
118	4043	3	6.89
2381	249	3	14.01
1244	235	5	21.2
104	4654	5	9.9
906	1120	3	17.4
1897	156	3	6.97
364	771	35	367.31
4	201	77	297.43
293	550	3	6.82
444	102	37	12.41
2711	203	3	12.8
6534	139	4	25.87
102	1475	13	6.84
116	2636	10	48.97
107	460	19	8.53
836	327	4	15.6
292	4613	3	22.62
3397	3918	6	95.28
543	354	3	7.72
916	295	5	20.81
836	276	3	8.45
598	366	3	8.81
252	542	4	9.56
2601	498	4	29.48
2205	563	3	18.94
3065	133	3	8.42
1453	143	5	12.21
141	1127	6	12.83
252	466	7	23.05
388	531	5	19.14
692	14	35	8.39
106	4515	5	11.22
4728	500	3	25.02
879	283	5	19.85
187	234	8	7.16
106	8355	3	6.73
169	345	7	8.46
205	907	4	10.56
422	7025	3	30.95
111	141	77	7.27
5029	157	3	14.5
297	6302	4	37.95
756	7347	3	34.56
935	101	24	8.61
562	7084	3	33.2
169	547	5	7.24
4576	141	3	12.58
400	124	14	13.44
2919	110	5	6.98
929	879	5	32.81
8545	366	3	29.9
1524	103	11	8.39
715	760	3	14.13
170	1603	4	11.33
889	179	4	7.89
158	909	6	13.97
2835	114	4	6.91
311	101	61	7.99
2174	101	12	12.07
12	3500	7	7.88
1237	297	3	11.23
8579	114	3	13.64
216	1275	4	14.36
154	2877	3	9.22
1282	1741	6	55.73
883	461	3	12.16
12	3652	7	7.88
1104	131	5	6.73
6273	106	4	8.98
1068	2319	10	121.13
435	159	6	6.78
5770	108	4	14.39
3995	58	4	24.84
2353	141	3	6.92
678	103	26	10.75
108	126	169	34.7
6134	103	4	7.2
135	4719	3	12.14
3051	16	3	8.61
3492	137	3	9.11
163	380	11	23.47
176	1011	4	9.12
108	220	41	13.53
8	359	9	7.06
171	1707	7	29.71
2356	7578	3	41.78
205	7862	3	24.75
986	214	3	7.28
671	328	3	8.92
57	693	13	12.72
689	439	6	29.41
145	226	13	11.17
2544	1056	7	73.84
106	2085	9	9.07
119	1452	6	8.85
357	1417	3	13.54
103	998	22	21.49
661	344	3	9.23
8707	802	3	35.16
104	5245	5	9.9
104	3328	6	7.07
148	1131	6	14.6
2079	115	5	8.01
376	858	4	17.1
452	481	3	8.85
4056	146	4	18.61
148	1191	4	6.64
2010	1747	4	37.16
145	117	53	19.07
2204	127	4	7.9
124	1224	7	11.69
1586	208	8	43.33
403	446	3	7.97
102	6460	4	6.98
143	1629	5	14.15
944	235	3	7.82
4	1415	4	8
900	210	3	7.03
1752	138	4	8.59
4380	102	6	10.48
128	115	91	21.54
5868	111	4	15.76
123	775	8	10.09
102	152	187	19.87
481	212	53	469.87
218	4485	5	42.58
111	5814	3	7.62
147	3305	3	9.28
304	162	21	66.3
1202	201	12	68.79
3046	7200	3	44.08
1649	292	8	58.09
173	301	8	9.17
114	396	14	7.32
805	270	4	13.06
699	353	4	14.8
104	3659	7	13.86
251	387	4	6.94
2663	197	10	81.13
1250	1745	3	23.44
104	3447	7	13.86
584	876	5	27.78
103	809	22	9.09
235	845	3	7.44
124	1584	5	7.15
115	3741	4	10.04
4267	12	6	6.76
661	102	30	20.03
6990	1743	3	40.12
7981	109	3	10.81
2760	1198	3	27.6
201	1731	12	83.87
934	336	3	10.62
445	439	3	8.15
2652	326	10	98.4
102	449	36	11.53
157	4817	3	14.5
102	501	31	6.71
272	115	22	14.55
135	146	35	15.94
166	1176	5	13.3
1395	197	3	8.87
214	775	4	10.15
674	12	34	16.89
112	122	175	31.64
3036	5379	4	59.5
167	587	5	7.33
102	569	38	35.14
547	102	29	8.44
744	836	4	22.28
7045	106	3	6.73
127	542	9	7.27
101	919	28	28.2
9	954	7	13.86
219	174	11	11.37
6107	106	4	8.98
133	1913	4	8.91
212	1538	3	9.98
3868	911	6	80.83
118	6323	3	10.34
130	1834	4	7.17
127	466	13	16.06
101	859	25	7.41
4197	143	3	11.38
391	204	6	11.7
141	116	58	13.43
2190	2290	3	27.69
219	121	21	7.3
667	4	10	23.47
3305	116	4	9.19
115	1381	6	7.95
28	245	3	11.02
58	4613	3	17.63
103	2594	9	10.75
139	593	9	16.5
462	337	3	6.81
1027	278	4	16.33
2476	2603	3	29.57
212	1462	3	9.63
8	118	57	7.61
1429	202	3	8.6
117	861	9	11.79
157	486	11	25.61
2219	172	3	8.95
976	9	5	7.14
107	3716	7	24.27
425	902	12	85.74
2753	3416	6	83.82
243	1121	3	8.84
3073	9	4	15.5
1635	3876	3	30.92
111	7492	3	11.82
123	2231	4	7.63
641	3975	5	56.99
371	252	6	14.9
523	400	3	8.53
698	327	4	13.97
146	250	13	11.26
808	348	3	9.88
119	4689	3	8.44
103	5401	4	7.2
1128	188	3	7.15
146	200	14	6.88
1164	101	19	7.16
115	116	109	10.91
159	731	7	16.02
3855	4	3	11.73
850	211	4	10.93
842	14	29	6.95
411	929	6	32.55
3416	2753	6	83.82
3891	106	4	8.98
191	5023	5	39.29
3443	662	7	86.72
149	4284	6	39.11
389	1040	3	12.23
751	696	4	21.04
250	3165	3	16.24
169	105	112	9.58
105	118	376	29.94
2643	135	3	7.11
7448	4	3	19.82
171	6947	3	21.89
2787	112	5	8.01
108	1130	9	6.66
213	931	8	35.35
4470	126	3	9.77
417	107	20	8.53
864	115	8	7.12
9	3447	3	9.39
1760	197	3	9.63
57	7979	3	12.34
127	6182	3	11.62
7110	119	3	14.81
1948	152	4	11.45
12	780	27	7.64
1868	125	6	14.02
487	841	3	12.29
1724	149	4	10.09
226	117	21	8.15
401	2509	3	18.32
1154	130	6	10.52
238	883	3	7.61
1561	182	3	7.74
840	128	9	15.38
122	8460	3	15.19
1616	102	13	8.48
565	21	13	41.06
3081	7200	3	44.08
3366	235	3	16.81
864	282	3	8.61
376	2020	4	24.11
2726	219	3	13.65
116	4400	3	8.3
2612	212	5	28.72
102	1221	19	18.92
819	132	6	9.28
1941	845	4	30.33
1323	152	4	7.98
2705	2	4	10.5
3840	154	3	10.98
138	122	55	11.16
156	194	18	16.47
578	102	28	6.79
4429	115	3	7.92
2071	127	7	20.23
4092	117	3	7.12
879	2664	3	22.99
428	673	5	22.19
282	5204	3	21.09
239	224	10	21.16
150	3218	4	15.58
227	1037	3	8.62
108	3933	4	7.47
791	305	3	9.04
191	307	7	10.03
107	6401	4	13.86
4685	21	5	36.28
879	865	6	40.65
201	2759	6	37.82
294	1797	4	20.39
460	512	3	9.08
2572	115	10	47.6
1009	827	4	24.54
6853	107	3	10.39
171	119	35	7.16
4	2300	8	40.29
2869	130	4	11.54
102	5703	4	6.98
378	612	4	14.1
1410	251	3	10.7
534	215	4	7.56
416	2238	4	25.74
2319	12	11	12.39
146	759	5	6.74
133	138	42	20.41
186	154	16	8.39
1668	122	5	7.89
110	12	1004	7.33
1194	876	4	26.26
103	5731	4	7.2
159	113	52	10.5
1892	125	6	14.02
437	117	13	10.81
109	1535	8	8.58
591	478	4	15.79
130	347	28	70.52
145	3533	4	17.63
146	707	9	20.42
115	686	9	7.57
1397	249	3	10.51
138	680	7	9.94
4	7177	3	19.82
166	1064	8	27.93
593	334	3	8.02
291	281	8	22.2
138	620	8	11.87
187	2131	3	9.62
255	348	5	9.66
234	1698	3	11.06
573	6065	4	43.41
3712	5057	5	77.63
2552	2310	10	151.44
773	58	5	13.15
8163	767	3	34.19
560	861	4	19.89
138	800	7	12.41
464	141	8	9.89
434	779	3	10.91
6236	810	4	46.48
7752	114	3	13.64
