102	4162	5	31.2
149	2351	6	60.36
105	243	15	28.73
4421	101	3	10.22
1043	14	7	15.87
138	320	4	17.42
473	126	3	11.19
106	888	3	5.4
131	217	5	16.38
111	356	4	9.58
102	6034	3	17.49
1145	132	3	17.89
237	182	3	12.86
171	818	3	20.18
941	102	3	4.17
994	258	6	61.75
104	1005	3	5.16
2133	102	5	19.65
335	12	27	72.03
2175	12	6	21.06
485	117	4	15.45
126	661	3	13.06
579	351	29	414.82
102	4833	4	24.29
1442	122	3	16.76
101	952	6	9.54
118	171	5	7.23
247	119	3	5.71
118	125	8	5.37
667	104	10	32.07
1659	104	3	7.86
3056	2790	4	71.64
118	285	5	15.99
705	651	4	43.32
203	344	6	44.27
710	110	6	24.42
101	2235	3	5.63
145	457	10	73.1
370	278	5	40.81
404	898	4	42.04
101	2371	3	6.13
12	1878	3	5.04
129	747	5	28.54
3750	16	3	27.4
145	509	3	14.84
123	608	7	39.59
194	129	6	16.08
102	124	58	46.94
972	14	6	11.36
103	1097	4	8.83
458	110	3	6.02
104	5394	4	30.27
215	153	3	9.34
470	179	3	17.64
157	138	23	119.81
240	177	3	12.59
192	240	6	35.61
101	847	5	5.56
366	115	12	62.73
1797	104	3	8.24
217	632	3	22.11
105	458	5	7.06
3387	12	4	15.48
111	182	9	16.29
546	111	19	124.29
582	130	4	20.32
127	1419	5	35.11
101	2122	5	13.86
431	407	3	25.13
1060	12	4	4.72
133	916	9	73.97
836	104	6	15.72
102	1488	9	41.32
1475	126	3	18
184	4	4	9.38
106	783	5	12.51
248	153	3	10.65
106	699	3	4.21
101	1608	6	15.49
104	105	176	45.4
1423	14	6	15.59
127	1933	3	19.67
101	1456	5	10.41
411	252	18	196.97
652	12	7	9
155	146	3	4.47
1581	102	4	11.37
124	943	3	14.65
125	330	13	78.02
102	8166	3	21.93
566	113	3	8.77
3583	107	3	18.6
175	210	3	11.23
2480	12	4	10.99
617	12	6	5.61
101	3081	3	8.15
405	1443	3	32.36
123	156	23	91.44
396	107	10	38.87
172	127	6	12.93
112	908	3	10.79
4194	12	3	10.53
1304	104	14	79.55
112	1012	5	24.36
101	262	14	10
104	1362	4	10.99
727	103	4	6.05
1839	103	3	7.91
1015	101	8	18.31
110	1465	3	12.54
101	438	13	21.33
139	131	6	10.05
101	514	11	17.24
104	1107	4	9.56
101	590	12	24.01
123	2850	4	32.15
105	8114	3	23.15
107	5410	4	37.45
105	1922	3	9.07
102	2319	4	15.19
256	101	15	11.42
2836	14	3	8.14
782	106	4	8.35
5799	104	4	30.27
1462	102	7	27.7
189	393	3	17.26
127	2176	4	30.3
101	2825	6	25.32
1119	224	3	25.99
101	2885	7	33.23
852	109	20	149.71
1473	12	4	6.99
1856	102	3	7.55
3721	102	3	12.58
113	263	3	4.29
165	224	5	23.89
754	12	5	5.02
106	526	5	9
165	115	5	5.55
614	107	3	6.95
12	167	66	126.92
102	1701	3	7.17
656	103	5	8.8
1704	103	4	12.38
110	131	65	224.76
242	105	7	5.1
936	116	5	28.34
12	2906	3	7.67
2572	143	3	25.3
105	819	4	7.73
223	101	25	31.93
2368	108	4	23.56
751	106	3	4.48
1863	106	4	15.47
131	618	4	21.11
105	647	4	6.23
171	261	21	173.47
127	2566	3	21.97
1361	12	5	9.84
3694	205	3	33.46
136	207	5	16.94
440	12	15	30.03
548	107	3	6.48
933	8	5	33.53
106	1593	6	26.12
123	224	23	132.08
8	2162	4	32.51
206	189	4	18.01
423	136	5	26.7
105	1796	6	26.49
106	3018	3	13.49
830	106	16	83.68
105	1025	3	5.53
105	949	7	23.42
2295	104	4	15.36
137	117	31	112.52
142	600	3	15.58
2669	12	3	7
102	2027	7	33.55
559	12	9	12.99
2401	12	4	10.99
101	4152	3	10.22
1674	102	4	11.88
642	149	10	80.49
132	140	8	17.96
103	1412	3	6.55
2020	716	4	53.7
665	12	6	6.47
540	102	4	3.89
149	536	3	15.32
209	194	14	101.49
296	108	8	22.52
101	1231	4	5.22
110	151	29	79
1878	1374	5	76.48
105	634	4	6.07
362	457	3	24.74
432	377	5	46.37
5089	257	3	38.36
1365	103	4	10.55
158	101	38	27.59
1264	131	3	18.5
176	105	22	31.02
455	14	6	4.29
946	108	3	9.76
126	179	7	18
531	106	17	72.55
8	694	4	22.35
245	387	6	49.49
12	1489	4	6.99
410	107	4	8.75
554	138	5	29.43
235	117	8	27.93
102	1061	12	53.81
113	310	4	9.47
700	12	6	6.95
569	102	5	6.9
980	12	5	7.11
441	115	45	414.7
101	1073	4	4.4
999	102	16	81.09
12	5418	3	14.16
2034	143	9	96.56
4667	504	4	61.88
1180	106	3	6.83
112	327	3	5.21
102	415	5	4.78
101	2190	8	33.76
4464	14	4	20.54
3080	120	3	22.37
1323	14	4	6.8
101	3642	3	9.07
106	1085	3	6.37
200	143	3	7.81
520	109	6	20.75
106	8566	3	23.89
131	102	27	8.69
1845	104	3	8.24
112	3913	3	21.43
101	1844	7	22.62
212	182	4	17.91
146	240	6	27.52
101	1740	6	17.17
431	226	3	20.39
5069	104	4	25.31
2103	107	7	47.72
325	119	3	7.93
102	5728	3	17.49
204	144	3	8.1
258	12	24	38.09
12	2322	3	6.42
2447	104	3	10.18
101	1919	3	4.77
4479	12	4	19.85
106	2613	4	18.62
107	348	3	4.24
735	375	3	27.56
102	1433	3	6.2
516	110	8	32.46
346	105	12	29.05
1349	106	3	7.62
143	902	3	18.3
189	2121	3	27.51
12	1049	4	4.47
774	133	4	24.26
12	877	26	137.79
124	488	4	16.57
630	110	5	17.49
1770	150	4	33.07
106	754	6	16.8
1026	14	6	11.79
3472	121	3	23.42
3019	14	4	14.7
128	266	3	7.57
101	2497	4	10.59
145	192	5	16.46
105	1287	3	6.69
105	1355	6	22.46
108	128	66	199.43
16	57	114	651.93
650	104	15	60.88
101	646	8	11.41
101	6828	3	18.24
101	766	5	4.63
101	818	6	7.84
145	217	4	13.85
103	1063	5	13.19
101	4518	3	11.71
2420	104	3	10.18
112	480	4	11.8
720	104	22	117.28
101	749	14	39.18
693	131	3	14.67
1951	662	5	68.25
105	1134	3	5.96
435	105	4	3.86
1140	14	4	5.52
7998	103	3	22.34
3735	101	5	22.22
83	123	5	16.26
2269	14	4	10.86
105	1238	4	10.77
12	2317	3	6.42
121	148	6	6.87
378	370	4	34.04
105	366	21	78.02
1111	14	6	12.72
5700	544	3	46.1
3736	16	3	27.4
219	6115	3	39.38
1244	12	5	9.38
392	127	4	15.76
539	104	9	23.21
1897	12	4	8.93
973	12	6	10.48
685	104	11	38.14
329	372	3	22.98
1126	12	5	8.14
2315	12	5	16.35
119	543	3	10.68
417	104	13	36.97
119	423	10	55.65
578	109	4	11.49
156	193	4	13.1
1923	107	3	13.74
138	119	26	88.45
2649	104	6	32.13
191	102	39	94.89
1707	127	14	147.49
106	2281	3	10.73
286	135	4	15.85
1066	106	4	10.66
171	680	3	19.15
169	159	7	27.91
592	190	3	19.75
118	143	5	3.96
101	854	5	5.56
2027	106	3	10.22
247	204	3	15.04
7	395	3	13.82
101	1006	6	10.35
106	3563	6	42.07
1528	1735	15	304.62
105	1390	17	118.53
533	4018	5	78.93
1233	107	4	16.92
1408	134	3	20.07
536	111	9	42.97
4038	102	5	31.2
101	2345	4	10.59
112	279	8	24.34
878	144	3	18.1
105	3748	4	21.43
2265	102	8	43.43
602	138	4	22.23
17	128	3	10.48
150	162	3	5.72
524	12	12	22.69
101	548	8	9.31
2502	12	4	11.85
354	107	7	20.46
649	102	6	11.56
109	130	30	58.12
1828	103	3	7.91
113	105	95	103.64
5376	3399	3	58.99
320	172	4	21.98
816	204	3	22.96
125	1324	3	17.29
108	2212	3	15.05
4909	172	3	33.58
5376	4553	3	61.82
997	16	4	26.72
143	166	4	9.28
12	268	11	6.23
302	121	22	143.08
165	151	6	19.72
1348	108	3	11.78
199	116	6	14.32
642	106	3	3.85
133	199	7	27.11
3168	104	7	46.99
1326	104	8	34.17
104	379	5	4.9
217	109	7	12.4
217	162	3	10.95
1029	104	7	23.56
534	428	3	26.57
674	5655	3	47.39
3075	146	3	27.07
101	1514	7	20.51
146	897	4	27.02
170	769	4	28.8
104	134	36	36.9
568	2057	10	156.7
101	1438	5	9.87
281	150	6	30.63
125	110	26	34.88
255	105	16	33.93
2091	58	9	110.66
105	4318	5	33.22
474	14	12	22.31
1598	14	5	12.24
12	436	10	12.74
912	105	3	4.97
12	588	26	101.45
132	489	8	50.65
507	14	6	4.89
123	273	9	39.27
153	300	4	18.61
653	14	5	4.47
327	151	4	19.5
299	116	9	39.57
2252	408	3	35.43
57	325	6	18.88
263	408	3	21.4
117	238	6	18.02
1860	267	3	31.15
116	1401	4	24.1
102	2622	3	10.08
2762	12	4	12.86
182	115	4	4.16
6036	12	4	24.76
218	194	3	12.85
1282	1339	3	38.91
372	12	21	49.65
975	122	14	117.84
414	154	4	21.78
110	1173	3	11.04
537	14	12	24.96
1000	121	3	14.31
355	145	6	34
1660	103	5	17.9
102	2420	5	21.71
117	126	32	92.73
246	118	4	9.47
12	4151	3	10.53
109	502	8	32
1602	120	3	17.18
965	523	4	44.41
164	306	7	45.03
123	251	3	6.16
1838	154	4	33.89
101	5010	3	11.71
106	1376	3	7.91
189	104	32	70.64
4170	109	6	56.91
255	122	4	10.18
1651	107	5	27.15
4394	3268	3	54.14
968	109	11	68.14
106	178	31	70.16
119	600	4	17.18
253	206	3	15.14
3469	14	3	9.87
6690	118	3	32.75
105	856	3	4.63
1742	3468	3	48.47
21	58	22	159.54
116	461	4	15.16
105	667	17	77.66
160	974	4	30.07
134	913	3	17.4
152	150	3	4.45
835	103	5	10.82
1003	185	3	22.55
170	1024	3	21.65
104	392	5	5.23
101	1304	4	5.54
1138	101	4	4.65
437	103	5	5.63
6234	158	3	34.81
192	3519	3	32.22
2799	12	4	12.86
333	1574	3	31.78
1515	12	8	26.84
101	4007	3	10.22
12	312	17	26.47
672	12	5	4.23
102	896	15	70.26
250	115	67	544.71
103	221	8	4.5
106	1240	6	22.6
127	2204	3	20.7
103	127	27	4.57
2	741	6	34.87
189	496	3	18.58
1263	104	3	6.3
168	156	3	6.71
12	1532	3	4.02
282	300	3	19.74
105	2086	6	28.66
127	859	6	38.01
705	106	7	20.6
965	131	3	16.92
101	364	35	116.77
267	431	6	52.58
101	422	8	6.43
893	14	5	7.19
207	143	3	8.12
2	112	39	85.89
4863	14	4	20.54
225	135	3	8.24
2	302	6	23.76
2	236	8	30.51
326	114	18	104.94
1208	106	7	28.78
12	5231	3	12.02
426	117	3	9.23
7883	102	3	21.93
2380	12	3	6.42
8	242	3	8.12
3705	104	3	13.32
1840	104	5	19.2
728	104	8	23.24
102	4797	4	24.29
1988	107	7	46.27
101	1749	13	67.47
146	187	12	59.1
216	132	4	11.73
1220	12	4	5.56
180	113	50	269.34
121	528	4	16.44
448	184	3	17.71
131	136	13	37.58
148	157	6	17.29
102	1356	5	14.85
265	2899	5	63.78
107	4	10	4.89
233	579	17	193.25
113	1901	3	16.13
2114	14	4	10.17
156	457	4	23.13
102	1400	4	10.47
112	1168	3	12.18
105	2653	3	11.23
125	789	3	14
109	1853	3	13.65
130	723	4	22.11
6471	104	3	18.25
3592	379	3	38.81
101	2006	3	5.18
243	102	28	76.9
160	142	14	63.3
111	197	16	52.71
146	1145	3	19.63
101	799	6	7.84
532	117	3	10.36
1197	132	6	46.07
108	303	5	10.4
157	285	3	12.7
330	119	3	8.07
762	111	5	21.23
106	2010	5	22.79
12	1737	3	4.67
188	509	4	27.29
125	1892	6	49.12
105	4063	3	14.96
1778	101	4	8
294	106	7	9.19
192	241	5	27.83
300	384	4	31.81
102	2985	6	32.57
7	181	3	6.64
177	192	3	9.85
101	848	6	8.47
103	2317	3	9.84
229	124	8	29.68
177	135	18	92.37
112	394	3	6.27
135	362	6	32.18
112	453	5	16.54
194	128	13	53.57
3077	12	3	8.45
103	1098	3	5.07
3507	104	4	20.85
162	799	4	28.97
321	12	11	10.02
303	102	21	60.38
102	1563	3	6.82
85	158	3	9.35
329	403	3	23.53
4147	102	3	13.77
1495	104	7	29.42
1718	152	3	22.98
101	3389	5	22.22
12	851	11	29.62
879	143	17	172.01
1363	105	8	35.33
104	665	5	9.3
104	597	12	40.15
1060	14	5	8.49
104	749	4	6.62
110	882	3	9.46
12	2272	3	5.91
105	259	8	8.02
169	4	8	26.55
265	153	4	17.35
941	103	3	4.49
520	118	4	16.03
544	879	6	71.59
101	1662	4	7.5
101	1714	3	4.07
110	625	4	12.06
103	3260	3	12
104	1006	4	8.96
115	213	7	18.4
1276	103	3	6
146	124	6	7.61
1663	111	7	47.52
550	109	5	16.09
105	5045	4	25.9
174	12	19	4.5
2279	12	3	5.91
106	1039	3	6.16
8476	12	3	18.57
112	321	3	5.09
102	469	7	11.76
1108	102	12	55.11
1457	3056	5	84.78
101	4289	3	10.22
101	2312	4	10.59
4379	104	3	14.52
335	14	16	28.31
557	105	7	15.89
163	159	23	146.16
955	14	6	10.95
1883	14	4	9.55
183	157	5	17.9
101	891	7	12.22
693	486	3	28.74
101	1102	4	4.65
103	2574	3	10.47
7	2262	6	59.25
168	151	3	6.21
101	2674	3	6.71
2717	14	5	18.38
101	2826	4	12.45
203	2192	3	29.54
1534	2527	4	63.08
1856	103	3	7.91
101	6599	3	18.24
101	379	12	14.79
1608	12	4	7.41
496	12	10	14.55
107	5409	4	37.45
1595	102	5	16.59
1224	109	4	17.39
2	3379	3	24
3204	104	4	19.36
296	117	3	6.87
437	144	5	28.49
104	548	13	43.93
110	199	8	13.7
116	550	4	16.37
152	109	12	14.8
116	414	3	9.13
131	617	4	20.92
114	1644	4	24.21
199	151	8	37.4
12	101	619	52.59
2748	14	3	8.14
106	577	7	17.98
464	114	5	19.62
881	108	20	151.42
185	179	3	9.37
137	108	12	9.69
652	14	5	4.47
1106	121	3	15.03
291	461	3	23.06
510	14	9	13.01
